femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,lastRefresh,hash,id
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,93,99093,Hardin (County),23029,,2023-04-10T20:41:15.756Z,a4cc750987e0ad2e07feff7752e90b0820181f00,9fb289b0-a42f-431d-8b7b-301a2ebd1a63
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,85,99085,Grayson (County),23029,,2023-04-10T20:41:15.756Z,51c4a667c858fd218584adec34eaf2f0046f8a8b,dd369de7-3ec3-47a4-a473-da1b988b5c97
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,87,99087,Green (County),23029,,2023-04-10T20:41:15.756Z,e6cd980ee98b2f499a0a407034ae51543f3ad76e,c42ff94b-0012-4d30-bd23-af7ae390363a
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,97,99097,Harrison (County),23029,,2023-04-10T20:41:15.756Z,eb8700450454396ba8beb60ce4990aab8998fb17,15be875c-29c1-4c59-b48f-2f08c7bcbc7e
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,103,99103,Henry (County),23029,,2023-04-10T20:41:15.756Z,46ebeb565a5cfa809b407b500e4fb4ee6837b7f2,33a7d03d-9b66-429b-8e91-4340cc00234c
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,99,99099,Hart (County),23029,,2023-04-10T20:41:15.756Z,174e08a15e5e224163829cc2bdfd5e1c736bf430,f4126f62-3cb5-4871-8437-2e06ddbd6dc6
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,181,99181,Nicholas (County),23029,,2023-04-10T20:41:15.756Z,a6ee8b748e485354b3ee015be095040df69acda6,93788197-ac63-4aff-bc58-860a93b0f3eb
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,129,99129,Lee (County),23029,,2023-04-10T20:41:15.756Z,9f0a8181e4aaf40360707eadaafeccd31c7f1f9f,1cc79cf0-177c-4481-82cc-92a77ea9c15f
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,107,99107,Hopkins (County),23029,,2023-04-10T20:41:15.756Z,3e7d0062d65d86acc8df66d923af881a5ed88e81,d5263182-cde1-4015-ad14-78801f8caddf
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,57,99057,Cumberland (County),23029,,2023-04-10T20:41:15.756Z,1d902dd0b53179263f45794f9080400e530e22b1,52e184f8-ac9c-43a6-a909-195dac338db6
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,125,99125,Laurel (County),23029,,2023-04-10T20:41:15.756Z,675eb9604612a77ae08d39832d0b578e562451f8,fd29d55d-ab40-413e-86f0-24625ec00c4e
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,137,99137,Lincoln (County),23029,,2023-04-10T20:41:15.756Z,d57f4c2753d38ea7dc104986da610894e3422e5e,5445f3ab-751e-4f66-97da-d63308855c1d
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,139,99139,Livingston (County),23029,,2023-04-10T20:41:15.756Z,98a9b2f249a13afb4ede8a72e0c6da861949aafb,e9d6eb2a-82ff-4d56-a1d8-91c96a9e5a26
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,203,99203,Rockcastle (County),23029,,2023-04-10T20:41:15.756Z,6f2b3ce51551e48eb536886c2b51c6eab4b9b344,1568d065-fa3b-4061-97f3-e7d86c756bca
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,39,99039,Carlisle (County),23029,,2023-04-10T20:41:15.756Z,74439c947d0e3eb2c74677def7b3b503b93e251c,8296b70e-e415-4a29-9d4f-d059b7288838
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,109,99109,Jackson (County),23029,,2023-04-10T20:41:15.756Z,2d06628fb7ed14a8d833774411a6b3a9e4962469,f6113bf7-913d-4337-874d-6d2cc91a2e8a
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,165,99165,Menifee (County),23029,,2023-04-10T20:41:15.756Z,ea5414232f493541a8357ac78b90a0c2b7bace70,c212ad41-fe76-4723-97af-f05253b20d89
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,227,99227,Warren (County),23029,,2023-04-10T20:41:15.756Z,0accb5126fdd04c83c139c6cc0b10f1672927467,f7750399-6fb8-4818-8e24-de1605b0bb6b
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,169,99169,Metcalfe (County),23029,,2023-04-10T20:41:15.756Z,899ea8e9231aecb8eee52cb565aa48ad45c03dc2,c7a21f86-e760-4f97-be6e-605379a98adb
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,229,99229,Washington (County),23029,,2023-04-10T20:41:15.756Z,d1567bd5c9c443f16dbff3c79aa986bc5a84168a,748c7450-1fad-456e-ba0d-f5f6ff710482
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,233,99233,Webster (County),23029,,2023-04-10T20:41:15.756Z,ecf8dfad76ddfd6ba82250719d9e4a7ce2bc0eb5,7b2d369c-d6ff-44c0-b68d-d1d4df965e28
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,3,99003,Allen (County),23029,,2023-04-10T20:41:15.756Z,5b7bc88905337f45331a66aad682a105d9250ba0,bc028124-ae51-4517-9d7a-e637988886af
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,159,99159,Martin (County),23029,,2023-04-10T20:41:15.756Z,106f9409d6fdd5a88cc07c2aa04f9878a5d99581,e2153571-ffe8-4989-bbdc-4df02454ff0c
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,5,99005,Anderson (County),23029,,2023-04-10T20:41:15.756Z,e372f1b55df6e5d7d19a6131d1f573dab110a1d1,bb0028bc-2227-4e82-aac6-9bd4e5da7ea9
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,9,99009,Barren (County),23029,,2023-04-10T20:41:15.756Z,6108987d2098c3b4ab5cdc182da8b94fd245f527,9c805117-018a-4daa-8213-e76fd0b907eb
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,171,99171,Monroe (County),23029,,2023-04-10T20:41:15.756Z,b238834ceccedbb73cd48301d535a2233596647b,d0832ef4-cdd2-4b17-934a-7925900a18d8
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,235,99235,Whitley (County),23029,,2023-04-10T20:41:15.756Z,bc409899bb56a557e3d913335e8a207cb241423f,f96f5f34-0b80-4a05-a282-7204efc6e8d6
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,115,99115,Johnson (County),23029,,2023-04-10T20:41:15.756Z,8443c7b255a1455217c7dfefa0a0559a5bed461d,61f18be5-4686-41ac-9f74-11574947a774
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,1,99001,Adair (County),23029,,2023-04-10T20:41:15.756Z,15f31c9b537d6d2ef3bcf1064c7d0e535424fb05,00b19761-1396-43b7-a487-98ed1688a1c5
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,163,99163,Meade (County),23029,,2023-04-10T20:41:15.756Z,50915ffe27bc2643d78c88e1d2ee812310bb579b,c0c908b4-d9cc-4581-acd8-b5c2b9712a4c
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,151,99151,Madison (County),23029,,2023-04-10T20:41:15.756Z,20538a563237115b47b4bc8b3769ffc8cdccbdad,6acb1b3c-ede7-4d62-bd79-9e2fb0241766
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,27,99027,Breckinridge (County),23029,,2023-04-10T20:41:15.756Z,762846ca5f45db9e595c5b238fdc606e6250922e,f04ac626-0c9f-47a0-800b-e7c9104ba7fd
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,113,99113,Jessamine (County),23029,,2023-04-10T20:41:15.756Z,9b9671944cfeeaa3ad6576d9a3d6be1b324eb8ac,5a67975e-36a1-4480-9dc3-28330efbf388
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,17,99017,Bourbon (County),23029,,2023-04-10T20:41:15.756Z,c81dae43e15cd9fe04baf4f5be12fcc98aff9235,539397b5-9e46-490d-9e0c-670468b08b8c
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,225,99225,Union (County),23029,,2023-04-10T20:41:15.756Z,a38a8ec6421fd26ea53d942ed0410f49cf0ae848,21eadded-2afb-4f50-9c5d-bde96a7cdfeb
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,33,99033,Caldwell (County),23029,,2023-04-10T20:41:15.756Z,765ca1c735b549cf3e652472e5ffcb20dad03f32,f5676877-1f29-4db7-bdb1-4bdadf7c98ab
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,31,99031,Butler (County),23029,,2023-04-10T20:41:15.756Z,880d66c0c8a575f7db4af552673acc90dfdf0930,926ae98d-f276-405a-88a2-5daeadc9f461
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,29,99029,Bullitt (County),23029,,2023-04-10T20:41:15.756Z,3e66564a62870eda0d8386336c8356ac87d50782,abe5500c-e223-4b08-8c1c-c4d09091c0ac
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,35,99035,Calloway (County),23029,,2023-04-10T20:41:15.756Z,7ad340e0326b380227405468eb3630270d20d06e,8baf4aac-9890-4015-bfa7-3161f3dd6868
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,237,99237,Wolfe (County),23029,,2023-04-10T20:41:15.756Z,aef6e47697747c8450f4f9a1c97039c4f9e36d18,e4b1e610-904d-421d-8918-8bd1d2a643b8
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,47,99047,Christian (County),23029,,2023-04-10T20:41:15.756Z,e621c26012f0449ae335d4892d6ba34655babeb4,eef72ce5-a83b-43d0-9787-655d5f1a504a
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,45,99045,Casey (County),23029,,2023-04-10T20:41:15.756Z,af16cf4634c2f447fca6b615723b99357b3e4e49,e27d73ae-148f-44e7-85c6-f9687108e003
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,81,99081,Grant (County),23029,,2023-04-10T20:41:15.756Z,92c4fee8f2fdf222a0cc2373df90a8232a2ac8f0,dc68100b-849e-433f-b93a-28eaf4fc1531
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,49,99049,Clark (County),23029,,2023-04-10T20:41:15.756Z,87de8bd4a37db4d73d6ce8718203af872a6eff43,8f51e8d3-a69e-4311-8fb7-434b8539d259
DR-4702-KY,4702,KY,DR,2023-04-10T00:00:00.000Z,2023,Severe Storm,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",False,False,True,True,2023-03-03T00:00:00.000Z,2023-03-04T00:00:00.000Z,,21,149,99149,McLean (County),23029,,2023-04-10T20:41:15.756Z,5c0a76abd45e2cf5a2a53b32456455f47c05528b,259df96e-1284-446f-8b4a-90da8437c9b4
